timestamp,buyer,seller,symbol,currency,price,quantity,day
81200,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2
84600,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2,-2
86100,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2
86200,,,ASH_COATED_OSMIUM,XIRECS,9991.0,4,-2
94000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,8,-2
94400,,,ASH_COATED_OSMIUM,XIRECS,10004.0,3,-2
96300,,,ASH_COATED_OSMIUM,XIRECS,10006.0,8,-2
97200,,,ASH_COATED_OSMIUM,XIRECS,9994.0,4,-2
97600,,,ASH_COATED_OSMIUM,XIRECS,9999.0,3,-2
98200,,,ASH_COATED_OSMIUM,XIRECS,9990.0,3,-2
100100,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3,-2
101700,,,ASH_COATED_OSMIUM,XIRECS,10001.0,5,-2
103900,,,ASH_COATED_OSMIUM,XIRECS,10004.0,4,-2
105100,,,ASH_COATED_OSMIUM,XIRECS,9990.0,8,-2
105200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2
106000,,,ASH_COATED_OSMIUM,XIRECS,9989.0,4,-2
107900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2
108800,,,ASH_COATED_OSMIUM,XIRECS,9990.0,9,-2
111800,,,ASH_COATED_OSMIUM,XIRECS,9989.0,6,-2
113300,,,ASH_COATED_OSMIUM,XIRECS,9995.0,5,-2
113500,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2
114100,,,ASH_COATED_OSMIUM,XIRECS,10011.0,10,-2
118900,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3,-2
119100,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2
120000,,,ASH_COATED_OSMIUM,XIRECS,10010.0,8,-2
120900,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2
122900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,3,-2
125200,,,ASH_COATED_OSMIUM,XIRECS,10007.0,3,-2
125400,,,ASH_COATED_OSMIUM,XIRECS,9990.0,3,-2
133100,,,ASH_COATED_OSMIUM,XIRECS,9991.0,8,-2
135800,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2
137500,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2
139000,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6,-2
149800,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2
157000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2
160300,,,ASH_COATED_OSMIUM,XIRECS,10004.0,5,-2
161600,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2
173600,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2
174200,,,ASH_COATED_OSMIUM,XIRECS,10007.0,3,-2
175000,,,ASH_COATED_OSMIUM,XIRECS,9998.0,3,-2
175400,,,ASH_COATED_OSMIUM,XIRECS,10011.0,4,-2
179600,,,ASH_COATED_OSMIUM,XIRECS,10009.0,10,-2
183600,,,ASH_COATED_OSMIUM,XIRECS,10010.0,10,-2
184400,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5,-2
184800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,2,-2
186400,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2
190100,,,ASH_COATED_OSMIUM,XIRECS,10009.0,3,-2
190800,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2
192800,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2
194700,,,ASH_COATED_OSMIUM,XIRECS,9989.0,9,-2
197100,,,ASH_COATED_OSMIUM,XIRECS,9987.0,3,-2
200600,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2
202700,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2
203500,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2
206500,,,ASH_COATED_OSMIUM,XIRECS,9985.0,3,-2
207600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,2,-2
208500,,,ASH_COATED_OSMIUM,XIRECS,10003.0,9,-2
211000,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2
216000,,,ASH_COATED_OSMIUM,XIRECS,9990.0,6,-2
216600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2
220300,,,ASH_COATED_OSMIUM,XIRECS,10000.0,2,-2
221200,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2
224200,,,ASH_COATED_OSMIUM,XIRECS,10009.0,4,-2
225700,,,ASH_COATED_OSMIUM,XIRECS,10007.0,4,-2
232000,,,ASH_COATED_OSMIUM,XIRECS,10006.0,4,-2
232100,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2,-2
236400,,,ASH_COATED_OSMIUM,XIRECS,10006.0,9,-2
236600,,,ASH_COATED_OSMIUM,XIRECS,9990.0,10,-2
236800,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2
242400,,,ASH_COATED_OSMIUM,XIRECS,10008.0,5,-2
242600,,,ASH_COATED_OSMIUM,XIRECS,10005.0,4,-2
244000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2
245900,,,ASH_COATED_OSMIUM,XIRECS,9990.0,3,-2
249700,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2
253000,,,ASH_COATED_OSMIUM,XIRECS,10007.0,2,-2
254100,,,ASH_COATED_OSMIUM,XIRECS,10000.0,4,-2
254400,,,ASH_COATED_OSMIUM,XIRECS,9995.0,2,-2
255200,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2,-2
257500,,,ASH_COATED_OSMIUM,XIRECS,10004.0,5,-2
260000,,,ASH_COATED_OSMIUM,XIRECS,10003.0,7,-2
260800,,,ASH_COATED_OSMIUM,XIRECS,9987.0,3,-2
261600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2
263500,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2
269500,,,ASH_COATED_OSMIUM,XIRECS,10002.0,2,-2
274300,,,ASH_COATED_OSMIUM,XIRECS,9985.0,5,-2
281200,,,ASH_COATED_OSMIUM,XIRECS,9983.0,3,-2
281300,,,ASH_COATED_OSMIUM,XIRECS,9983.0,4,-2
281600,,,ASH_COATED_OSMIUM,XIRECS,10000.0,5,-2
282600,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2
285400,,,ASH_COATED_OSMIUM,XIRECS,9987.0,10,-2
288300,,,ASH_COATED_OSMIUM,XIRECS,10001.0,7,-2
289400,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2
291200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,7,-2
292200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,2,-2
295400,,,ASH_COATED_OSMIUM,XIRECS,10001.0,6,-2
297600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,6,-2
298600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2
300000,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2
300900,,,ASH_COATED_OSMIUM,XIRECS,9982.0,10,-2
302000,,,ASH_COATED_OSMIUM,XIRECS,9981.0,6,-2
303700,,,ASH_COATED_OSMIUM,XIRECS,10000.0,5,-2
304000,,,ASH_COATED_OSMIUM,XIRECS,10000.0,5,-2
306100,,,ASH_COATED_OSMIUM,XIRECS,9985.0,9,-2
306400,,,ASH_COATED_OSMIUM,XIRECS,10001.0,7,-2
313700,,,ASH_COATED_OSMIUM,XIRECS,10000.0,4,-2
314200,,,ASH_COATED_OSMIUM,XIRECS,10000.0,4,-2
315300,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2
316200,,,ASH_COATED_OSMIUM,XIRECS,9985.0,3,-2
318800,,,ASH_COATED_OSMIUM,XIRECS,9986.0,7,-2
321100,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2
324600,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2
330800,,,ASH_COATED_OSMIUM,XIRECS,9982.0,6,-2
333400,,,ASH_COATED_OSMIUM,XIRECS,9983.0,10,-2
333600,,,ASH_COATED_OSMIUM,XIRECS,9999.0,5,-2
346700,,,ASH_COATED_OSMIUM,XIRECS,9979.0,3,-2
349500,,,ASH_COATED_OSMIUM,XIRECS,9999.0,6,-2
351800,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2
354200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2
354700,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2
355900,,,ASH_COATED_OSMIUM,XIRECS,10006.0,6,-2
361700,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2
364000,,,ASH_COATED_OSMIUM,XIRECS,10007.0,9,-2
367100,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5,-2
368100,,,ASH_COATED_OSMIUM,XIRECS,10009.0,6,-2
370400,,,ASH_COATED_OSMIUM,XIRECS,9993.0,6,-2
370700,,,ASH_COATED_OSMIUM,XIRECS,9993.0,8,-2
372600,,,ASH_COATED_OSMIUM,XIRECS,9990.0,6,-2
377800,,,ASH_COATED_OSMIUM,XIRECS,10008.0,7,-2
379600,,,ASH_COATED_OSMIUM,XIRECS,9994.0,2,-2
385000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,4,-2
387100,,,ASH_COATED_OSMIUM,XIRECS,10010.0,3,-2
387100,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5,-2
390000,,,ASH_COATED_OSMIUM,XIRECS,9995.0,5,-2
391500,,,ASH_COATED_OSMIUM,XIRECS,9992.0,7,-2
394100,,,ASH_COATED_OSMIUM,XIRECS,10013.0,7,-2
395900,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2
396400,,,ASH_COATED_OSMIUM,XIRECS,9996.0,8,-2
399900,,,ASH_COATED_OSMIUM,XIRECS,9995.0,9,-2
401400,,,ASH_COATED_OSMIUM,XIRECS,9995.0,6,-2
402300,,,ASH_COATED_OSMIUM,XIRECS,10014.0,7,-2
403200,,,ASH_COATED_OSMIUM,XIRECS,9999.0,5,-2
404200,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2
412200,,,ASH_COATED_OSMIUM,XIRECS,9997.0,2,-2
414900,,,ASH_COATED_OSMIUM,XIRECS,9998.0,8,-2
416800,,,ASH_COATED_OSMIUM,XIRECS,10018.0,9,-2
417000,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2
418000,,,ASH_COATED_OSMIUM,XIRECS,10018.0,6,-2
436300,,,ASH_COATED_OSMIUM,XIRECS,9999.0,3,-2
438600,,,ASH_COATED_OSMIUM,XIRECS,9995.0,6,-2
439300,,,ASH_COATED_OSMIUM,XIRECS,9992.0,10,-2
441100,,,ASH_COATED_OSMIUM,XIRECS,9994.0,7,-2
444100,,,ASH_COATED_OSMIUM,XIRECS,10008.0,4,-2
447000,,,ASH_COATED_OSMIUM,XIRECS,10009.0,9,-2
449800,,,ASH_COATED_OSMIUM,XIRECS,9989.0,3,-2
450700,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2
452000,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2
453900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2
454100,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2
454200,,,ASH_COATED_OSMIUM,XIRECS,9997.0,3,-2
454800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,4,-2
455100,,,ASH_COATED_OSMIUM,XIRECS,9993.0,7,-2
455800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,5,-2
460600,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2
462400,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2
463200,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3,-2
469900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2
472500,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5,-2
473000,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5,-2
475900,,,ASH_COATED_OSMIUM,XIRECS,10009.0,5,-2
479000,,,ASH_COATED_OSMIUM,XIRECS,9991.0,2,-2
479500,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2
481100,,,ASH_COATED_OSMIUM,XIRECS,9995.0,3,-2
481400,,,ASH_COATED_OSMIUM,XIRECS,9994.0,6,-2
483200,,,ASH_COATED_OSMIUM,XIRECS,10011.0,3,-2
485200,,,ASH_COATED_OSMIUM,XIRECS,10012.0,4,-2
486000,,,ASH_COATED_OSMIUM,XIRECS,9992.0,4,-2
491100,,,ASH_COATED_OSMIUM,XIRECS,10003.0,2,-2
493600,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2
495400,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2
496700,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2
498400,,,ASH_COATED_OSMIUM,XIRECS,9985.0,4,-2
499700,,,ASH_COATED_OSMIUM,XIRECS,10002.0,9,-2
503300,,,ASH_COATED_OSMIUM,XIRECS,9983.0,3,-2
504200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2
506600,,,ASH_COATED_OSMIUM,XIRECS,9984.0,7,-2
512400,,,ASH_COATED_OSMIUM,XIRECS,10000.0,7,-2
515100,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2
515800,,,ASH_COATED_OSMIUM,XIRECS,9982.0,6,-2
516500,,,ASH_COATED_OSMIUM,XIRECS,9997.0,3,-2
517000,,,ASH_COATED_OSMIUM,XIRECS,9998.0,4,-2
524900,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2
525600,,,ASH_COATED_OSMIUM,XIRECS,9986.0,8,-2
526400,,,ASH_COATED_OSMIUM,XIRECS,10006.0,4,-2
526900,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2
528200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,4,-2
528400,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2
529500,,,ASH_COATED_OSMIUM,XIRECS,9987.0,9,-2
530500,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2
531300,,,ASH_COATED_OSMIUM,XIRECS,9987.0,6,-2
532800,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2
532900,,,ASH_COATED_OSMIUM,XIRECS,10002.0,4,-2
534200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2
537900,,,ASH_COATED_OSMIUM,XIRECS,9985.0,10,-2
539300,,,ASH_COATED_OSMIUM,XIRECS,10003.0,8,-2
543700,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2
543700,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2
543900,,,ASH_COATED_OSMIUM,XIRECS,9984.0,2,-2
545500,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2
546300,,,ASH_COATED_OSMIUM,XIRECS,10001.0,3,-2
547500,,,ASH_COATED_OSMIUM,XIRECS,9982.0,8,-2
548400,,,ASH_COATED_OSMIUM,XIRECS,9979.0,9,-2
549600,,,ASH_COATED_OSMIUM,XIRECS,9998.0,5,-2
551300,,,ASH_COATED_OSMIUM,XIRECS,9984.0,5,-2
554800,,,ASH_COATED_OSMIUM,XIRECS,9998.0,2,-2
556700,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2
557600,,,ASH_COATED_OSMIUM,XIRECS,9999.0,4,-2
565000,,,ASH_COATED_OSMIUM,XIRECS,9999.0,4,-2
566200,,,ASH_COATED_OSMIUM,XIRECS,9983.0,10,-2
567300,,,ASH_COATED_OSMIUM,XIRECS,10001.0,8,-2
571800,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2
573700,,,ASH_COATED_OSMIUM,XIRECS,9988.0,10,-2
573900,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5,-2
574500,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2
578700,,,ASH_COATED_OSMIUM,XIRECS,9993.0,4,-2
583300,,,ASH_COATED_OSMIUM,XIRECS,9987.0,6,-2
587000,,,ASH_COATED_OSMIUM,XIRECS,9999.0,6,-2
599500,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2
606100,,,ASH_COATED_OSMIUM,XIRECS,9983.0,4,-2
609300,,,ASH_COATED_OSMIUM,XIRECS,9983.0,6,-2
610500,,,ASH_COATED_OSMIUM,XIRECS,9996.0,4,-2
611500,,,ASH_COATED_OSMIUM,XIRECS,9986.0,8,-2
612200,,,ASH_COATED_OSMIUM,XIRECS,10004.0,3,-2
623800,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2
624100,,,ASH_COATED_OSMIUM,XIRECS,9987.0,4,-2
624700,,,ASH_COATED_OSMIUM,XIRECS,10004.0,4,-2
635000,,,ASH_COATED_OSMIUM,XIRECS,10007.0,9,-2
637400,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2,-2
638000,,,ASH_COATED_OSMIUM,XIRECS,9987.0,8,-2
642800,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6,-2
644300,,,ASH_COATED_OSMIUM,XIRECS,10004.0,2,-2
645800,,,ASH_COATED_OSMIUM,XIRECS,10005.0,10,-2
648100,,,ASH_COATED_OSMIUM,XIRECS,10006.0,3,-2
648300,,,ASH_COATED_OSMIUM,XIRECS,9988.0,10,-2
648800,,,ASH_COATED_OSMIUM,XIRECS,10005.0,5,-2
649200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,4,-2
653100,,,ASH_COATED_OSMIUM,XIRECS,10004.0,4,-2
656500,,,ASH_COATED_OSMIUM,XIRECS,9990.0,9,-2
657300,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2
658600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2
659500,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6,-2
659700,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5,-2
660600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2
662300,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2
664800,,,ASH_COATED_OSMIUM,XIRECS,9988.0,4,-2
669700,,,ASH_COATED_OSMIUM,XIRECS,10005.0,10,-2
671900,,,ASH_COATED_OSMIUM,XIRECS,9984.0,3,-2
674700,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2
679200,,,ASH_COATED_OSMIUM,XIRECS,9985.0,7,-2
680000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6,-2
687000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,8,-2
687900,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2
694200,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2
698100,,,ASH_COATED_OSMIUM,XIRECS,9991.0,2,-2
699900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,9,-2
700600,,,ASH_COATED_OSMIUM,XIRECS,9991.0,3,-2
706600,,,ASH_COATED_OSMIUM,XIRECS,10011.0,9,-2
710100,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2
710500,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6,-2
712400,,,ASH_COATED_OSMIUM,XIRECS,9991.0,5,-2
713700,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2
714000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,7,-2
715000,,,ASH_COATED_OSMIUM,XIRECS,9989.0,5,-2
715700,,,ASH_COATED_OSMIUM,XIRECS,9998.0,3,-2
721600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2
722300,,,ASH_COATED_OSMIUM,XIRECS,9990.0,5,-2
722800,,,ASH_COATED_OSMIUM,XIRECS,10009.0,2,-2
723600,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2
729700,,,ASH_COATED_OSMIUM,XIRECS,10008.0,4,-2
731100,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2
735400,,,ASH_COATED_OSMIUM,XIRECS,9989.0,6,-2
745600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2
750000,,,ASH_COATED_OSMIUM,XIRECS,9988.0,9,-2
752600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,6,-2
752900,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2
753100,,,ASH_COATED_OSMIUM,XIRECS,10005.0,7,-2
753400,,,ASH_COATED_OSMIUM,XIRECS,10004.0,2,-2
756700,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6,-2
756700,,,ASH_COATED_OSMIUM,XIRECS,10004.0,7,-2
759200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2
759300,,,ASH_COATED_OSMIUM,XIRECS,9989.0,5,-2
760600,,,ASH_COATED_OSMIUM,XIRECS,10005.0,5,-2
762200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2
763400,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2,-2
764800,,,ASH_COATED_OSMIUM,XIRECS,9988.0,8,-2
765200,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2
768500,,,ASH_COATED_OSMIUM,XIRECS,10004.0,9,-2
773100,,,ASH_COATED_OSMIUM,XIRECS,10005.0,6,-2
774200,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2
775300,,,ASH_COATED_OSMIUM,XIRECS,10005.0,5,-2
776400,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2,-2
776700,,,ASH_COATED_OSMIUM,XIRECS,9989.0,6,-2
777000,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6,-2
778400,,,ASH_COATED_OSMIUM,XIRECS,9995.0,5,-2
786600,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2,-2
788400,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2
790200,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2
791700,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2
792800,,,ASH_COATED_OSMIUM,XIRECS,10005.0,7,-2
795100,,,ASH_COATED_OSMIUM,XIRECS,9987.0,3,-2
796500,,,ASH_COATED_OSMIUM,XIRECS,9986.0,4,-2
799600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,7,-2
800100,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2
801800,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2
803900,,,ASH_COATED_OSMIUM,XIRECS,9986.0,2,-2
804900,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2
808400,,,ASH_COATED_OSMIUM,XIRECS,10001.0,8,-2
809500,,,ASH_COATED_OSMIUM,XIRECS,9999.0,3,-2
814300,,,ASH_COATED_OSMIUM,XIRECS,10002.0,3,-2
817900,,,ASH_COATED_OSMIUM,XIRECS,9988.0,10,-2
821000,,,ASH_COATED_OSMIUM,XIRECS,9998.0,4,-2
822700,,,ASH_COATED_OSMIUM,XIRECS,10005.0,7,-2
830100,,,ASH_COATED_OSMIUM,XIRECS,9990.0,5,-2
830500,,,ASH_COATED_OSMIUM,XIRECS,10009.0,6,-2
830700,,,ASH_COATED_OSMIUM,XIRECS,9991.0,9,-2
831800,,,ASH_COATED_OSMIUM,XIRECS,10011.0,2,-2
832300,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2
833300,,,ASH_COATED_OSMIUM,XIRECS,9996.0,8,-2
834300,,,ASH_COATED_OSMIUM,XIRECS,10011.0,5,-2
835200,,,ASH_COATED_OSMIUM,XIRECS,10011.0,2,-2
836900,,,ASH_COATED_OSMIUM,XIRECS,9995.0,5,-2
837000,,,ASH_COATED_OSMIUM,XIRECS,10014.0,4,-2
840000,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5,-2
841100,,,ASH_COATED_OSMIUM,XIRECS,9995.0,5,-2
842200,,,ASH_COATED_OSMIUM,XIRECS,9996.0,5,-2
846300,,,ASH_COATED_OSMIUM,XIRECS,10011.0,5,-2
850000,,,ASH_COATED_OSMIUM,XIRECS,9996.0,10,-2
850600,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2
851200,,,ASH_COATED_OSMIUM,XIRECS,10011.0,6,-2
853400,,,ASH_COATED_OSMIUM,XIRECS,9993.0,4,-2
858400,,,ASH_COATED_OSMIUM,XIRECS,9993.0,5,-2
858600,,,ASH_COATED_OSMIUM,XIRECS,9993.0,5,-2
858600,,,ASH_COATED_OSMIUM,XIRECS,9993.0,5,-2
867300,,,ASH_COATED_OSMIUM,XIRECS,9997.0,8,-2
874800,,,ASH_COATED_OSMIUM,XIRECS,10013.0,2,-2
876400,,,ASH_COATED_OSMIUM,XIRECS,10013.0,2,-2
878100,,,ASH_COATED_OSMIUM,XIRECS,10012.0,4,-2
891300,,,ASH_COATED_OSMIUM,XIRECS,10008.0,10,-2
892800,,,ASH_COATED_OSMIUM,XIRECS,10008.0,5,-2
895700,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2
