timestamp,buyer,seller,symbol,currency,price,quantity,day,trade_notional
125400,,,ASH_COATED_OSMIUM,XIRECS,9990.0,3,-2,29970.0
133100,,,ASH_COATED_OSMIUM,XIRECS,9991.0,8,-2,79928.0
135800,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2,19984.0
137500,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2,49960.0
139000,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6,-2,59928.0
149800,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2,60042.0
157000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2,30015.0
160300,,,ASH_COATED_OSMIUM,XIRECS,10004.0,5,-2,50020.0
161600,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2,20010.0
173600,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2,49960.0
174200,,,ASH_COATED_OSMIUM,XIRECS,10007.0,3,-2,30021.0
175000,,,ASH_COATED_OSMIUM,XIRECS,9998.0,3,-2,29994.0
175400,,,ASH_COATED_OSMIUM,XIRECS,10011.0,4,-2,40044.0
179600,,,ASH_COATED_OSMIUM,XIRECS,10009.0,10,-2,100090.0
183600,,,ASH_COATED_OSMIUM,XIRECS,10010.0,10,-2,100100.0
184400,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5,-2,50050.0
184800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,2,-2,19986.0
186400,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2,49960.0
190100,,,ASH_COATED_OSMIUM,XIRECS,10009.0,3,-2,30027.0
190800,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2,59946.0
192800,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2,50030.0
194700,,,ASH_COATED_OSMIUM,XIRECS,9989.0,9,-2,89901.0
197100,,,ASH_COATED_OSMIUM,XIRECS,9987.0,3,-2,29961.0
200600,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2,60000.0
202700,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2,19974.0
203500,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2,29988.0
206500,,,ASH_COATED_OSMIUM,XIRECS,9985.0,3,-2,29955.0
207600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,2,-2,20006.0
208500,,,ASH_COATED_OSMIUM,XIRECS,10003.0,9,-2,90027.0
211000,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2,19974.0
216000,,,ASH_COATED_OSMIUM,XIRECS,9990.0,6,-2,59940.0
216600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2,50030.0
220300,,,ASH_COATED_OSMIUM,XIRECS,10000.0,2,-2,20000.0
221200,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2,29976.0
224200,,,ASH_COATED_OSMIUM,XIRECS,10009.0,4,-2,40036.0
225700,,,ASH_COATED_OSMIUM,XIRECS,10007.0,4,-2,40028.0
232000,,,ASH_COATED_OSMIUM,XIRECS,10006.0,4,-2,40024.0
232100,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2,-2,19980.0
236400,,,ASH_COATED_OSMIUM,XIRECS,10006.0,9,-2,90054.0
236600,,,ASH_COATED_OSMIUM,XIRECS,9990.0,10,-2,99900.0
236800,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2,20012.0
242400,,,ASH_COATED_OSMIUM,XIRECS,10008.0,5,-2,50040.0
242600,,,ASH_COATED_OSMIUM,XIRECS,10005.0,4,-2,40020.0
244000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2,20010.0
245900,,,ASH_COATED_OSMIUM,XIRECS,9990.0,3,-2,29970.0
249700,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2,39960.0
253000,,,ASH_COATED_OSMIUM,XIRECS,10007.0,2,-2,20014.0
254100,,,ASH_COATED_OSMIUM,XIRECS,10000.0,4,-2,40000.0
254400,,,ASH_COATED_OSMIUM,XIRECS,9995.0,2,-2,19990.0
255200,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2,-2,19978.0
257500,,,ASH_COATED_OSMIUM,XIRECS,10004.0,5,-2,50020.0
260000,,,ASH_COATED_OSMIUM,XIRECS,10003.0,7,-2,70021.0
260800,,,ASH_COATED_OSMIUM,XIRECS,9987.0,3,-2,29961.0
261600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2,40012.0
263500,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2,29958.0
269500,,,ASH_COATED_OSMIUM,XIRECS,10002.0,2,-2,20004.0
274300,,,ASH_COATED_OSMIUM,XIRECS,9985.0,5,-2,49925.0
281200,,,ASH_COATED_OSMIUM,XIRECS,9983.0,3,-2,29949.0
281300,,,ASH_COATED_OSMIUM,XIRECS,9983.0,4,-2,39932.0
281600,,,ASH_COATED_OSMIUM,XIRECS,10000.0,5,-2,50000.0
282600,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2,60012.0
285400,,,ASH_COATED_OSMIUM,XIRECS,9987.0,10,-2,99870.0
288300,,,ASH_COATED_OSMIUM,XIRECS,10001.0,7,-2,70007.0
289400,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2,59916.0
291200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,7,-2,69902.0
292200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,2,-2,19972.0
295400,,,ASH_COATED_OSMIUM,XIRECS,10001.0,6,-2,60006.0
297600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,6,-2,60018.0
298600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2,20012.0
300000,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2,60000.0
300900,,,ASH_COATED_OSMIUM,XIRECS,9982.0,10,-2,99820.0
302000,,,ASH_COATED_OSMIUM,XIRECS,9981.0,6,-2,59886.0
303700,,,ASH_COATED_OSMIUM,XIRECS,10000.0,5,-2,50000.0
304000,,,ASH_COATED_OSMIUM,XIRECS,10000.0,5,-2,50000.0
306100,,,ASH_COATED_OSMIUM,XIRECS,9985.0,9,-2,89865.0
306400,,,ASH_COATED_OSMIUM,XIRECS,10001.0,7,-2,70007.0
313700,,,ASH_COATED_OSMIUM,XIRECS,10000.0,4,-2,40000.0
314200,,,ASH_COATED_OSMIUM,XIRECS,10000.0,4,-2,40000.0
315300,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2,60000.0
316200,,,ASH_COATED_OSMIUM,XIRECS,9985.0,3,-2,29955.0
318800,,,ASH_COATED_OSMIUM,XIRECS,9986.0,7,-2,69902.0
321100,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2,60012.0
324600,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2,60012.0
330800,,,ASH_COATED_OSMIUM,XIRECS,9982.0,6,-2,59892.0
333400,,,ASH_COATED_OSMIUM,XIRECS,9983.0,10,-2,99830.0
333600,,,ASH_COATED_OSMIUM,XIRECS,9999.0,5,-2,49995.0
346700,,,ASH_COATED_OSMIUM,XIRECS,9979.0,3,-2,29937.0
349500,,,ASH_COATED_OSMIUM,XIRECS,9999.0,6,-2,59994.0
351800,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2,40012.0
354200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2,59916.0
354700,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2,40012.0
355900,,,ASH_COATED_OSMIUM,XIRECS,10006.0,6,-2,60036.0
361700,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2,20010.0
364000,,,ASH_COATED_OSMIUM,XIRECS,10007.0,9,-2,90063.0
367100,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5,-2,50035.0
368100,,,ASH_COATED_OSMIUM,XIRECS,10009.0,6,-2,60054.0
370400,,,ASH_COATED_OSMIUM,XIRECS,9993.0,6,-2,59958.0
370700,,,ASH_COATED_OSMIUM,XIRECS,9993.0,8,-2,79944.0
372600,,,ASH_COATED_OSMIUM,XIRECS,9990.0,6,-2,59940.0
377800,,,ASH_COATED_OSMIUM,XIRECS,10008.0,7,-2,70056.0
379600,,,ASH_COATED_OSMIUM,XIRECS,9994.0,2,-2,19988.0
385000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,4,-2,40020.0
387100,,,ASH_COATED_OSMIUM,XIRECS,10010.0,3,-2,30030.0
387100,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5,-2,49970.0
390000,,,ASH_COATED_OSMIUM,XIRECS,9995.0,5,-2,49975.0
391500,,,ASH_COATED_OSMIUM,XIRECS,9992.0,7,-2,69944.0
394100,,,ASH_COATED_OSMIUM,XIRECS,10013.0,7,-2,70091.0
395900,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2,29988.0
396400,,,ASH_COATED_OSMIUM,XIRECS,9996.0,8,-2,79968.0
399900,,,ASH_COATED_OSMIUM,XIRECS,9995.0,9,-2,89955.0
401400,,,ASH_COATED_OSMIUM,XIRECS,9995.0,6,-2,59970.0
402300,,,ASH_COATED_OSMIUM,XIRECS,10014.0,7,-2,70098.0
403200,,,ASH_COATED_OSMIUM,XIRECS,9999.0,5,-2,49995.0
404200,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2,60060.0
412200,,,ASH_COATED_OSMIUM,XIRECS,9997.0,2,-2,19994.0
414900,,,ASH_COATED_OSMIUM,XIRECS,9998.0,8,-2,79984.0
416800,,,ASH_COATED_OSMIUM,XIRECS,10018.0,9,-2,90162.0
417000,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2,60000.0
418000,,,ASH_COATED_OSMIUM,XIRECS,10018.0,6,-2,60108.0
436300,,,ASH_COATED_OSMIUM,XIRECS,9999.0,3,-2,29997.0
438600,,,ASH_COATED_OSMIUM,XIRECS,9995.0,6,-2,59970.0
439300,,,ASH_COATED_OSMIUM,XIRECS,9992.0,10,-2,99920.0
441100,,,ASH_COATED_OSMIUM,XIRECS,9994.0,7,-2,69958.0
444100,,,ASH_COATED_OSMIUM,XIRECS,10008.0,4,-2,40032.0
447000,,,ASH_COATED_OSMIUM,XIRECS,10009.0,9,-2,90081.0
449800,,,ASH_COATED_OSMIUM,XIRECS,9989.0,3,-2,29967.0
450700,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2,60042.0
452000,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2,20012.0
453900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2,19984.0
454100,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2,60042.0
454200,,,ASH_COATED_OSMIUM,XIRECS,9997.0,3,-2,29991.0
454800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,4,-2,39972.0
455100,,,ASH_COATED_OSMIUM,XIRECS,9993.0,7,-2,69951.0
455800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,5,-2,49965.0
460600,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2,60060.0
462400,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2,60060.0
463200,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3,-2,29979.0
469900,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2,19984.0
472500,,,ASH_COATED_OSMIUM,XIRECS,9994.0,5,-2,49970.0
473000,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5,-2,50050.0
475900,,,ASH_COATED_OSMIUM,XIRECS,10009.0,5,-2,50045.0
479000,,,ASH_COATED_OSMIUM,XIRECS,9991.0,2,-2,19982.0
479500,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2,40040.0
481100,,,ASH_COATED_OSMIUM,XIRECS,9995.0,3,-2,29985.0
481400,,,ASH_COATED_OSMIUM,XIRECS,9994.0,6,-2,59964.0
483200,,,ASH_COATED_OSMIUM,XIRECS,10011.0,3,-2,30033.0
485200,,,ASH_COATED_OSMIUM,XIRECS,10012.0,4,-2,40048.0
486000,,,ASH_COATED_OSMIUM,XIRECS,9992.0,4,-2,39968.0
491100,,,ASH_COATED_OSMIUM,XIRECS,10003.0,2,-2,20006.0
493600,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2,29958.0
495400,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2,30015.0
496700,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2,29964.0
498400,,,ASH_COATED_OSMIUM,XIRECS,9985.0,4,-2,39940.0
499700,,,ASH_COATED_OSMIUM,XIRECS,10002.0,9,-2,90018.0
503300,,,ASH_COATED_OSMIUM,XIRECS,9983.0,3,-2,29949.0
504200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2,59916.0
506600,,,ASH_COATED_OSMIUM,XIRECS,9984.0,7,-2,69888.0
512400,,,ASH_COATED_OSMIUM,XIRECS,10000.0,7,-2,70000.0
515100,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2,59904.0
515800,,,ASH_COATED_OSMIUM,XIRECS,9982.0,6,-2,59892.0
516500,,,ASH_COATED_OSMIUM,XIRECS,9997.0,3,-2,29991.0
517000,,,ASH_COATED_OSMIUM,XIRECS,9998.0,4,-2,39992.0
524900,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2,29958.0
525600,,,ASH_COATED_OSMIUM,XIRECS,9986.0,8,-2,79888.0
526400,,,ASH_COATED_OSMIUM,XIRECS,10006.0,4,-2,40024.0
526900,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2,59916.0
528200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,4,-2,39944.0
528400,,,ASH_COATED_OSMIUM,XIRECS,10002.0,6,-2,60012.0
529500,,,ASH_COATED_OSMIUM,XIRECS,9987.0,9,-2,89883.0
530500,,,ASH_COATED_OSMIUM,XIRECS,10003.0,4,-2,40012.0
531300,,,ASH_COATED_OSMIUM,XIRECS,9987.0,6,-2,59922.0
532800,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2,19984.0
532900,,,ASH_COATED_OSMIUM,XIRECS,10002.0,4,-2,40008.0
534200,,,ASH_COATED_OSMIUM,XIRECS,9986.0,6,-2,59916.0
537900,,,ASH_COATED_OSMIUM,XIRECS,9985.0,10,-2,99850.0
539300,,,ASH_COATED_OSMIUM,XIRECS,10003.0,8,-2,80024.0
543700,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2,59904.0
543700,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2,59904.0
543900,,,ASH_COATED_OSMIUM,XIRECS,9984.0,2,-2,19968.0
545500,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2,29976.0
546300,,,ASH_COATED_OSMIUM,XIRECS,10001.0,3,-2,30003.0
547500,,,ASH_COATED_OSMIUM,XIRECS,9982.0,8,-2,79856.0
548400,,,ASH_COATED_OSMIUM,XIRECS,9979.0,9,-2,89811.0
549600,,,ASH_COATED_OSMIUM,XIRECS,9998.0,5,-2,49990.0
551300,,,ASH_COATED_OSMIUM,XIRECS,9984.0,5,-2,49920.0
554800,,,ASH_COATED_OSMIUM,XIRECS,9998.0,2,-2,19996.0
556700,,,ASH_COATED_OSMIUM,XIRECS,9984.0,6,-2,59904.0
557600,,,ASH_COATED_OSMIUM,XIRECS,9999.0,4,-2,39996.0
565000,,,ASH_COATED_OSMIUM,XIRECS,9999.0,4,-2,39996.0
566200,,,ASH_COATED_OSMIUM,XIRECS,9983.0,10,-2,99830.0
567300,,,ASH_COATED_OSMIUM,XIRECS,10001.0,8,-2,80008.0
571800,,,ASH_COATED_OSMIUM,XIRECS,9986.0,3,-2,29958.0
573700,,,ASH_COATED_OSMIUM,XIRECS,9988.0,10,-2,99880.0
573900,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5,-2,50035.0
574500,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2,60042.0
578700,,,ASH_COATED_OSMIUM,XIRECS,9993.0,4,-2,39972.0
583300,,,ASH_COATED_OSMIUM,XIRECS,9987.0,6,-2,59922.0
587000,,,ASH_COATED_OSMIUM,XIRECS,9999.0,6,-2,59994.0
599500,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2,29988.0
606100,,,ASH_COATED_OSMIUM,XIRECS,9983.0,4,-2,39932.0
609300,,,ASH_COATED_OSMIUM,XIRECS,9983.0,6,-2,59898.0
610500,,,ASH_COATED_OSMIUM,XIRECS,9996.0,4,-2,39984.0
611500,,,ASH_COATED_OSMIUM,XIRECS,9986.0,8,-2,79888.0
612200,,,ASH_COATED_OSMIUM,XIRECS,10004.0,3,-2,30012.0
623800,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2,50015.0
624100,,,ASH_COATED_OSMIUM,XIRECS,9987.0,4,-2,39948.0
624700,,,ASH_COATED_OSMIUM,XIRECS,10004.0,4,-2,40016.0
635000,,,ASH_COATED_OSMIUM,XIRECS,10007.0,9,-2,90063.0
637400,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2,-2,19978.0
638000,,,ASH_COATED_OSMIUM,XIRECS,9987.0,8,-2,79896.0
642800,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6,-2,59928.0
644300,,,ASH_COATED_OSMIUM,XIRECS,10004.0,2,-2,20008.0
645800,,,ASH_COATED_OSMIUM,XIRECS,10005.0,10,-2,100050.0
648100,,,ASH_COATED_OSMIUM,XIRECS,10006.0,3,-2,30018.0
648300,,,ASH_COATED_OSMIUM,XIRECS,9988.0,10,-2,99880.0
648800,,,ASH_COATED_OSMIUM,XIRECS,10005.0,5,-2,50025.0
649200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,4,-2,40020.0
653100,,,ASH_COATED_OSMIUM,XIRECS,10004.0,4,-2,40016.0
656500,,,ASH_COATED_OSMIUM,XIRECS,9990.0,9,-2,89910.0
657300,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2,29988.0
658600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2,20012.0
659500,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6,-2,59928.0
659700,,,ASH_COATED_OSMIUM,XIRECS,10007.0,5,-2,50035.0
660600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2,20012.0
662300,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2,30015.0
664800,,,ASH_COATED_OSMIUM,XIRECS,9988.0,4,-2,39952.0
669700,,,ASH_COATED_OSMIUM,XIRECS,10005.0,10,-2,100050.0
671900,,,ASH_COATED_OSMIUM,XIRECS,9984.0,3,-2,29952.0
674700,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2,50015.0
679200,,,ASH_COATED_OSMIUM,XIRECS,9985.0,7,-2,69895.0
680000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6,-2,60024.0
687000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,8,-2,80040.0
687900,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2,39960.0
694200,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2,29976.0
698100,,,ASH_COATED_OSMIUM,XIRECS,9991.0,2,-2,19982.0
699900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,9,-2,89919.0
700600,,,ASH_COATED_OSMIUM,XIRECS,9991.0,3,-2,29973.0
706600,,,ASH_COATED_OSMIUM,XIRECS,10011.0,9,-2,90099.0
710100,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2,29976.0
710500,,,ASH_COATED_OSMIUM,XIRECS,10008.0,6,-2,60048.0
712400,,,ASH_COATED_OSMIUM,XIRECS,9991.0,5,-2,49955.0
713700,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2,39960.0
714000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,7,-2,70028.0
715000,,,ASH_COATED_OSMIUM,XIRECS,9989.0,5,-2,49945.0
715700,,,ASH_COATED_OSMIUM,XIRECS,9998.0,3,-2,29994.0
721600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2,50030.0
722300,,,ASH_COATED_OSMIUM,XIRECS,9990.0,5,-2,49950.0
722800,,,ASH_COATED_OSMIUM,XIRECS,10009.0,2,-2,20018.0
723600,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2,59946.0
729700,,,ASH_COATED_OSMIUM,XIRECS,10008.0,4,-2,40032.0
731100,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2,29964.0
735400,,,ASH_COATED_OSMIUM,XIRECS,9989.0,6,-2,59934.0
745600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,2,-2,20012.0
750000,,,ASH_COATED_OSMIUM,XIRECS,9988.0,9,-2,89892.0
752600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,6,-2,60018.0
752900,,,ASH_COATED_OSMIUM,XIRECS,9988.0,3,-2,29964.0
753100,,,ASH_COATED_OSMIUM,XIRECS,10005.0,7,-2,70035.0
753400,,,ASH_COATED_OSMIUM,XIRECS,10004.0,2,-2,20008.0
756700,,,ASH_COATED_OSMIUM,XIRECS,10004.0,6,-2,60024.0
756700,,,ASH_COATED_OSMIUM,XIRECS,10004.0,7,-2,70028.0
759200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2,20010.0
759300,,,ASH_COATED_OSMIUM,XIRECS,9989.0,5,-2,49945.0
760600,,,ASH_COATED_OSMIUM,XIRECS,10005.0,5,-2,50025.0
762200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2,20010.0
763400,,,ASH_COATED_OSMIUM,XIRECS,9989.0,2,-2,19978.0
764800,,,ASH_COATED_OSMIUM,XIRECS,9988.0,8,-2,79904.0
765200,,,ASH_COATED_OSMIUM,XIRECS,10003.0,5,-2,50015.0
768500,,,ASH_COATED_OSMIUM,XIRECS,10004.0,9,-2,90036.0
773100,,,ASH_COATED_OSMIUM,XIRECS,10005.0,6,-2,60030.0
774200,,,ASH_COATED_OSMIUM,XIRECS,9990.0,4,-2,39960.0
775300,,,ASH_COATED_OSMIUM,XIRECS,10005.0,5,-2,50025.0
776400,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2,-2,19980.0
776700,,,ASH_COATED_OSMIUM,XIRECS,9989.0,6,-2,59934.0
