timestamp,buyer,seller,symbol,currency,price,quantity,day,trade_notional,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price_clean,spread,mid_diff_vs_raw,bid_depth_3,ask_depth_3,imbalance_l1,microprice,trade_vs_mid,trade_vs_bid,trade_vs_ask,trade_side_guess
84600,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2,-2,19980.0,9990.0,11.0,9988.0,26.0,,,10006.0,11.0,,,,,9998.0,16.0,0.0,37.0,11.0,0.0,9998.0,-8.0,0.0,-16.0,sell_aggressor
86100,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2,60042.0,9991.0,15.0,,,,,10007.0,15.0,10009.0,20.0,,,9999.0,16.0,0.0,15.0,35.0,0.0,9999.0,8.0,16.0,0.0,buy_aggressor
86200,,,ASH_COATED_OSMIUM,XIRECS,9991.0,4,-2,39964.0,9991.0,14.0,9989.0,28.0,,,10010.0,28.0,,,,,10000.5,19.0,0.0,42.0,28.0,-0.3333333333333333,9997.333333333334,-9.5,0.0,-19.0,sell_aggressor
94000,,,ASH_COATED_OSMIUM,XIRECS,10004.0,8,-2,80032.0,9988.0,13.0,9986.0,28.0,,,10004.0,13.0,10007.0,28.0,,,9996.0,16.0,0.0,41.0,41.0,0.0,9996.0,8.0,16.0,0.0,buy_aggressor
94400,,,ASH_COATED_OSMIUM,XIRECS,10004.0,3,-2,30012.0,9988.0,14.0,,,,,10004.0,14.0,,,,,9996.0,16.0,0.0,14.0,14.0,0.0,9996.0,8.0,16.0,0.0,buy_aggressor
96300,,,ASH_COATED_OSMIUM,XIRECS,10006.0,8,-2,80048.0,9990.0,10.0,9987.0,24.0,,,10006.0,10.0,,,,,9998.0,16.0,0.0,34.0,10.0,0.0,9998.0,8.0,16.0,0.0,buy_aggressor
97200,,,ASH_COATED_OSMIUM,XIRECS,9994.0,4,-2,39976.0,9989.0,14.0,9986.0,22.0,,,9994.0,3.0,10005.0,14.0,10007.0,22.0,9991.5,5.0,0.0,36.0,39.0,0.6470588235294118,9993.117647058823,2.5,5.0,0.0,buy_aggressor
97600,,,ASH_COATED_OSMIUM,XIRECS,9999.0,3,-2,29997.0,9987.0,30.0,,,,,9999.0,3.0,10005.0,15.0,10008.0,30.0,9993.0,12.0,0.0,30.0,48.0,0.8181818181818182,9997.90909090909,6.0,12.0,0.0,buy_aggressor
98200,,,ASH_COATED_OSMIUM,XIRECS,9990.0,3,-2,29970.0,9990.0,10.0,9987.0,26.0,,,10006.0,10.0,10008.0,26.0,,,9998.0,16.0,0.0,36.0,36.0,0.0,9998.0,-8.0,0.0,-16.0,sell_aggressor
100100,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3,-2,29979.0,9993.0,3.0,9987.0,13.0,,,10003.0,13.0,10006.0,26.0,,,9998.0,10.0,0.0,16.0,39.0,-0.625,9994.875,-5.0,0.0,-10.0,sell_aggressor
101700,,,ASH_COATED_OSMIUM,XIRECS,10001.0,5,-2,50005.0,9985.0,12.0,,,,,10001.0,12.0,10004.0,22.0,,,9993.0,16.0,0.0,12.0,34.0,0.0,9993.0,8.0,16.0,0.0,buy_aggressor
103900,,,ASH_COATED_OSMIUM,XIRECS,10004.0,4,-2,40016.0,9988.0,13.0,,,,,10004.0,13.0,10006.0,22.0,,,9996.0,16.0,0.0,13.0,35.0,0.0,9996.0,8.0,16.0,0.0,buy_aggressor
105100,,,ASH_COATED_OSMIUM,XIRECS,9990.0,8,-2,79920.0,9990.0,11.0,9987.0,27.0,,,10006.0,11.0,10008.0,27.0,,,9998.0,16.0,0.0,38.0,38.0,0.0,9998.0,-8.0,0.0,-16.0,sell_aggressor
105200,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2,30015.0,9987.0,20.0,,,,,10005.0,13.0,,,,,9996.0,18.0,0.0,20.0,13.0,0.21212121212121213,9997.90909090909,9.0,18.0,0.0,buy_aggressor
106000,,,ASH_COATED_OSMIUM,XIRECS,9989.0,4,-2,39956.0,9989.0,14.0,9987.0,23.0,,,10008.0,23.0,,,,,9998.5,19.0,0.0,37.0,23.0,-0.24324324324324326,9996.18918918919,-9.5,0.0,-19.0,sell_aggressor
107900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2,59946.0,9991.0,14.0,9988.0,23.0,,,10007.0,14.0,,,,,9999.0,16.0,0.0,37.0,14.0,0.0,9999.0,-8.0,0.0,-16.0,sell_aggressor
108800,,,ASH_COATED_OSMIUM,XIRECS,9990.0,9,-2,89910.0,9990.0,13.0,9988.0,20.0,,,10000.0,3.0,10006.0,13.0,10009.0,20.0,9995.0,10.0,0.0,33.0,36.0,0.625,9998.125,-5.0,0.0,-10.0,sell_aggressor
111800,,,ASH_COATED_OSMIUM,XIRECS,9989.0,6,-2,59934.0,9989.0,25.0,,,,,10008.0,10.0,10010.0,25.0,,,9998.5,19.0,0.0,25.0,35.0,0.42857142857142855,10002.57142857143,-9.5,0.0,-19.0,sell_aggressor
113300,,,ASH_COATED_OSMIUM,XIRECS,9995.0,5,-2,49975.0,9995.0,10.0,9992.0,20.0,,,10013.0,20.0,,,,,10004.0,18.0,0.0,30.0,20.0,-0.3333333333333333,10001.0,-9.0,0.0,-18.0,sell_aggressor
113500,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2,40040.0,9994.0,15.0,9992.0,20.0,,,10010.0,15.0,10013.0,20.0,,,10002.0,16.0,0.0,35.0,35.0,0.0,10002.0,8.0,16.0,0.0,buy_aggressor
114100,,,ASH_COATED_OSMIUM,XIRECS,10011.0,10,-2,100110.0,9995.0,13.0,9992.0,26.0,,,10011.0,13.0,10013.0,26.0,,,10003.0,16.0,0.0,39.0,39.0,0.0,10003.0,8.0,16.0,0.0,buy_aggressor
118900,,,ASH_COATED_OSMIUM,XIRECS,9993.0,3,-2,29979.0,9993.0,11.0,,,,,10009.0,11.0,,,,,10001.0,16.0,0.0,11.0,11.0,0.0,10001.0,-8.0,0.0,-16.0,sell_aggressor
119100,,,ASH_COATED_OSMIUM,XIRECS,10010.0,4,-2,40040.0,9994.0,13.0,9991.0,22.0,,,10010.0,13.0,10012.0,22.0,,,10002.0,16.0,0.0,35.0,35.0,0.0,10002.0,8.0,16.0,0.0,buy_aggressor
120000,,,ASH_COATED_OSMIUM,XIRECS,10010.0,8,-2,80080.0,9994.0,12.0,9992.0,22.0,,,10010.0,12.0,10013.0,22.0,,,10002.0,16.0,0.0,34.0,34.0,0.0,10002.0,8.0,16.0,0.0,buy_aggressor
120900,,,ASH_COATED_OSMIUM,XIRECS,10010.0,6,-2,60060.0,9994.0,14.0,9992.0,29.0,,,10010.0,14.0,10013.0,29.0,,,10002.0,16.0,0.0,43.0,43.0,0.0,10002.0,8.0,16.0,0.0,buy_aggressor
122900,,,ASH_COATED_OSMIUM,XIRECS,9991.0,3,-2,29973.0,9991.0,27.0,,,,,10009.0,14.0,10012.0,27.0,,,10000.0,18.0,0.0,27.0,41.0,0.3170731707317073,10002.853658536585,-9.0,0.0,-18.0,sell_aggressor
125200,,,ASH_COATED_OSMIUM,XIRECS,10007.0,3,-2,30021.0,9991.0,10.0,9988.0,25.0,,,10007.0,10.0,10009.0,25.0,,,9999.0,16.0,0.0,35.0,35.0,0.0,9999.0,8.0,16.0,0.0,buy_aggressor
125400,,,ASH_COATED_OSMIUM,XIRECS,9990.0,3,-2,29970.0,9990.0,11.0,,,,,10006.0,11.0,10009.0,30.0,,,9998.0,16.0,0.0,11.0,41.0,0.0,9998.0,-8.0,0.0,-16.0,sell_aggressor
133100,,,ASH_COATED_OSMIUM,XIRECS,9991.0,8,-2,79928.0,9991.0,15.0,9988.0,29.0,,,10009.0,29.0,,,,,10000.0,18.0,0.0,44.0,29.0,-0.3181818181818182,9997.136363636364,-9.0,0.0,-18.0,sell_aggressor
135800,,,ASH_COATED_OSMIUM,XIRECS,9992.0,2,-2,19984.0,9992.0,10.0,9990.0,26.0,,,10008.0,10.0,,,,,10000.0,16.0,0.0,36.0,10.0,0.0,10000.0,-8.0,0.0,-16.0,sell_aggressor
137500,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2,49960.0,9992.0,12.0,9990.0,25.0,,,10008.0,12.0,10011.0,25.0,,,10000.0,16.0,0.0,37.0,37.0,0.0,10000.0,-8.0,0.0,-16.0,sell_aggressor
139000,,,ASH_COATED_OSMIUM,XIRECS,9988.0,6,-2,59928.0,9988.0,20.0,,,,,10009.0,20.0,,,,,9998.5,21.0,0.0,20.0,20.0,0.0,9998.5,-10.5,0.0,-21.0,sell_aggressor
149800,,,ASH_COATED_OSMIUM,XIRECS,10007.0,6,-2,60042.0,9991.0,10.0,,,,,10007.0,10.0,,,,,9999.0,16.0,0.0,10.0,10.0,0.0,9999.0,8.0,16.0,0.0,buy_aggressor
157000,,,ASH_COATED_OSMIUM,XIRECS,10005.0,3,-2,30015.0,9989.0,14.0,9986.0,30.0,,,10005.0,14.0,,,,,9997.0,16.0,0.0,44.0,14.0,0.0,9997.0,8.0,16.0,0.0,buy_aggressor
160300,,,ASH_COATED_OSMIUM,XIRECS,10004.0,5,-2,50020.0,9988.0,15.0,,,,,10004.0,15.0,10007.0,30.0,,,9996.0,16.0,0.0,15.0,45.0,0.0,9996.0,8.0,16.0,0.0,buy_aggressor
161600,,,ASH_COATED_OSMIUM,XIRECS,10005.0,2,-2,20010.0,9989.0,14.0,9987.0,22.0,,,10005.0,14.0,10008.0,22.0,,,9997.0,16.0,0.0,36.0,36.0,0.0,9997.0,8.0,16.0,0.0,buy_aggressor
173600,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2,49960.0,9992.0,13.0,9989.0,24.0,,,10008.0,13.0,,,,,10000.0,16.0,0.0,37.0,13.0,0.0,10000.0,-8.0,0.0,-16.0,sell_aggressor
174200,,,ASH_COATED_OSMIUM,XIRECS,10007.0,3,-2,30021.0,9991.0,14.0,,,,,10007.0,14.0,10010.0,28.0,,,9999.0,16.0,0.0,14.0,42.0,0.0,9999.0,8.0,16.0,0.0,buy_aggressor
175000,,,ASH_COATED_OSMIUM,XIRECS,9998.0,3,-2,29994.0,9998.0,5.0,9992.0,14.0,,,10008.0,14.0,10011.0,28.0,,,10003.0,10.0,0.0,19.0,42.0,-0.47368421052631576,10000.631578947368,-5.0,0.0,-10.0,sell_aggressor
175400,,,ASH_COATED_OSMIUM,XIRECS,10011.0,4,-2,40044.0,9993.0,14.0,9990.0,26.0,,,10011.0,26.0,,,,,10002.0,18.0,0.0,40.0,26.0,-0.3,9999.3,9.0,18.0,0.0,buy_aggressor
179600,,,ASH_COATED_OSMIUM,XIRECS,10009.0,10,-2,100090.0,9993.0,14.0,9991.0,21.0,,,10009.0,14.0,10012.0,21.0,,,10001.0,16.0,0.0,35.0,35.0,0.0,10001.0,8.0,16.0,0.0,buy_aggressor
183600,,,ASH_COATED_OSMIUM,XIRECS,10010.0,10,-2,100100.0,9994.0,14.0,9991.0,22.0,,,10010.0,14.0,10012.0,22.0,,,10002.0,16.0,0.0,36.0,36.0,0.0,10002.0,8.0,16.0,0.0,buy_aggressor
184400,,,ASH_COATED_OSMIUM,XIRECS,10010.0,5,-2,50050.0,9994.0,13.0,,,,,10010.0,13.0,10012.0,28.0,,,10002.0,16.0,0.0,13.0,41.0,0.0,10002.0,8.0,16.0,0.0,buy_aggressor
184800,,,ASH_COATED_OSMIUM,XIRECS,9993.0,2,-2,19986.0,9993.0,10.0,,,,,10009.0,10.0,10012.0,23.0,,,10001.0,16.0,0.0,10.0,33.0,0.0,10001.0,-8.0,0.0,-16.0,sell_aggressor
186400,,,ASH_COATED_OSMIUM,XIRECS,9992.0,5,-2,49960.0,9992.0,12.0,9990.0,28.0,,,10008.0,12.0,10011.0,28.0,,,10000.0,16.0,0.0,40.0,40.0,0.0,10000.0,-8.0,0.0,-16.0,sell_aggressor
190100,,,ASH_COATED_OSMIUM,XIRECS,10009.0,3,-2,30027.0,9993.0,15.0,9990.0,23.0,,,10009.0,15.0,10011.0,23.0,,,10001.0,16.0,0.0,38.0,38.0,0.0,10001.0,8.0,16.0,0.0,buy_aggressor
190800,,,ASH_COATED_OSMIUM,XIRECS,9991.0,6,-2,59946.0,9991.0,15.0,9989.0,24.0,,,10007.0,15.0,10010.0,24.0,,,9999.0,16.0,0.0,39.0,39.0,0.0,9999.0,-8.0,0.0,-16.0,sell_aggressor
192800,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2,50030.0,9990.0,11.0,9988.0,26.0,,,10006.0,11.0,,,,,9998.0,16.0,0.0,37.0,11.0,0.0,9998.0,8.0,16.0,0.0,buy_aggressor
194700,,,ASH_COATED_OSMIUM,XIRECS,9989.0,9,-2,89901.0,9989.0,10.0,9986.0,22.0,,,10007.0,22.0,,,,,9998.0,18.0,0.0,32.0,22.0,-0.375,9994.625,-9.0,0.0,-18.0,sell_aggressor
197100,,,ASH_COATED_OSMIUM,XIRECS,9987.0,3,-2,29961.0,9987.0,12.0,9984.0,22.0,,,10003.0,12.0,10005.0,22.0,,,9995.0,16.0,0.0,34.0,34.0,0.0,9995.0,-8.0,0.0,-16.0,sell_aggressor
200600,,,ASH_COATED_OSMIUM,XIRECS,10000.0,6,-2,60000.0,9984.0,15.0,,,,,10000.0,15.0,10002.0,25.0,,,9992.0,16.0,0.0,15.0,40.0,0.0,9992.0,8.0,16.0,0.0,buy_aggressor
202700,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2,19974.0,9987.0,12.0,9984.0,29.0,,,10003.0,12.0,10005.0,29.0,,,9995.0,16.0,0.0,41.0,41.0,0.0,9995.0,-8.0,0.0,-16.0,sell_aggressor
203500,,,ASH_COATED_OSMIUM,XIRECS,9996.0,3,-2,29988.0,9986.0,13.0,9984.0,27.0,,,9996.0,3.0,10002.0,13.0,,,9991.0,10.0,0.0,40.0,16.0,0.625,9994.125,5.0,10.0,0.0,buy_aggressor
206500,,,ASH_COATED_OSMIUM,XIRECS,9985.0,3,-2,29955.0,9985.0,26.0,,,,,10003.0,11.0,10006.0,26.0,,,9994.0,18.0,0.0,26.0,37.0,0.40540540540540543,9997.648648648648,-9.0,0.0,-18.0,sell_aggressor
207600,,,ASH_COATED_OSMIUM,XIRECS,10003.0,2,-2,20006.0,9987.0,11.0,9985.0,29.0,,,10003.0,11.0,10006.0,29.0,,,9995.0,16.0,0.0,40.0,40.0,0.0,9995.0,8.0,16.0,0.0,buy_aggressor
208500,,,ASH_COATED_OSMIUM,XIRECS,10003.0,9,-2,90027.0,9985.0,29.0,,,,,10003.0,13.0,10006.0,29.0,,,9994.0,18.0,0.0,29.0,42.0,0.38095238095238093,9997.42857142857,9.0,18.0,0.0,buy_aggressor
211000,,,ASH_COATED_OSMIUM,XIRECS,9987.0,2,-2,19974.0,9987.0,10.0,9985.0,29.0,,,10003.0,10.0,10006.0,29.0,,,9995.0,16.0,0.0,39.0,39.0,0.0,9995.0,-8.0,0.0,-16.0,sell_aggressor
216000,,,ASH_COATED_OSMIUM,XIRECS,9990.0,6,-2,59940.0,9990.0,13.0,9987.0,22.0,,,10006.0,13.0,10008.0,22.0,,,9998.0,16.0,0.0,35.0,35.0,0.0,9998.0,-8.0,0.0,-16.0,sell_aggressor
216600,,,ASH_COATED_OSMIUM,XIRECS,10006.0,5,-2,50030.0,9990.0,14.0,9987.0,26.0,,,10006.0,14.0,10008.0,26.0,,,9998.0,16.0,0.0,40.0,40.0,0.0,9998.0,8.0,16.0,0.0,buy_aggressor
220300,,,ASH_COATED_OSMIUM,XIRECS,10000.0,2,-2,20000.0,10000.0,4.0,9991.0,12.0,,,10007.0,12.0,10009.0,26.0,,,10003.5,7.0,0.0,16.0,38.0,-0.5,10001.75,-3.5,0.0,-7.0,sell_aggressor
221200,,,ASH_COATED_OSMIUM,XIRECS,9992.0,3,-2,29976.0,9992.0,15.0,,,,,10001.0,4.0,10008.0,15.0,,,9996.5,9.0,0.0,15.0,19.0,0.5789473684210527,9999.105263157895,-4.5,0.0,-9.0,sell_aggressor
224200,,,ASH_COATED_OSMIUM,XIRECS,10009.0,4,-2,40036.0,9993.0,13.0,9990.0,23.0,,,10009.0,13.0,10011.0,23.0,,,10001.0,16.0,0.0,36.0,36.0,0.0,10001.0,8.0,16.0,0.0,buy_aggressor
225700,,,ASH_COATED_OSMIUM,XIRECS,10007.0,4,-2,40028.0,9989.0,20.0,,,,,10007.0,10.0,10010.0,20.0,,,9998.0,18.0,0.0,20.0,30.0,0.3333333333333333,10001.0,9.0,18.0,0.0,buy_aggressor
232000,,,ASH_COATED_OSMIUM,XIRECS,10006.0,4,-2,40024.0,9990.0,11.0,9987.0,30.0,,,10006.0,11.0,10008.0,30.0,,,9998.0,16.0,0.0,41.0,41.0,0.0,9998.0,8.0,16.0,0.0,buy_aggressor
232100,,,ASH_COATED_OSMIUM,XIRECS,9990.0,2,-2,19980.0,9990.0,15.0,9988.0,22.0,,,10000.0,4.0,10006.0,15.0,,,9995.0,10.0,0.0,37.0,19.0,0.5789473684210527,9997.894736842105,-5.0,0.0,-10.0,sell_aggressor
